Candidate,params,roc_auc_mean,accuracy_mean,balanced_accuracy_mean,precision_mean,recall_mean,f1_mean
0,"{'model__depth': 4, 'model__iterations': 100, 'model__learning_rate': 0.05}",0.9958263751192471,0.9876777251184834,0.9890395105898981,0.9968871124031008,0.9830172927847347,0.9898949805409278
1,"{'model__depth': 4, 'model__iterations': 100, 'model__learning_rate': 0.1}",0.9951076442587125,0.9876777251184834,0.9890395105898981,0.9968871124031008,0.9830172927847347,0.9898949805409278
2,"{'model__depth': 4, 'model__iterations': 200, 'model__learning_rate': 0.05}",0.9950305504247648,0.9876777251184834,0.9881088363258905,0.9938459717689259,0.9860942158616577,0.9899247499050998
3,"{'model__depth': 4, 'model__iterations': 200, 'model__learning_rate': 0.1}",0.9949169350568481,0.9867298578199053,0.9873396055566598,0.9938342277877161,0.9845557543231962,0.9891525718915425
4,"{'model__depth': 6, 'model__iterations': 100, 'model__learning_rate': 0.05}",0.9966985179690795,0.9876777251184834,0.9890395105898981,0.9968871124031008,0.9830172927847347,0.9898949805409278
5,"{'model__depth': 6, 'model__iterations': 100, 'model__learning_rate': 0.1}",0.9967933985442021,0.9876777251184834,0.9876585548999994,0.9922830946777573,0.9876326774001193,0.9899308318597111
6,"{'model__depth': 6, 'model__iterations': 200, 'model__learning_rate': 0.05}",0.9956578481706104,0.9876777251184834,0.9881088363258905,0.9938459717689259,0.9860942158616577,0.9899247499050998
7,"{'model__depth': 6, 'model__iterations': 200, 'model__learning_rate': 0.1}",0.9947845848961373,0.9857819905213271,0.9861200933615379,0.9922594246381099,0.9845557543231962,0.988380513068013
