Candidate,Fold,roc_auc,accuracy,balanced_accuracy,precision,recall,f1
0,1,0.9247491638795986,0.8571428571428571,0.8603678929765886,0.8076923076923077,0.9130434782608695,0.8571428571428571
0,2,0.8484848484848485,0.7959183673469388,0.7853535353535352,0.8333333333333334,0.6818181818181818,0.75
0,3,0.8758741258741258,0.7708333333333334,0.7744755244755245,0.72,0.8181818181818182,0.7659574468085106
0,4,0.8933566433566433,0.7708333333333334,0.7779720279720279,0.7037037037037037,0.8636363636363636,0.7755102040816326
0,5,0.8846153846153846,0.8125,0.8059440559440559,0.8421052631578947,0.7272727272727273,0.7804878048780488
1,1,0.9130434782608696,0.7755102040816326,0.7784280936454849,0.7307692307692307,0.8260869565217391,0.7755102040816326
1,2,0.8417508417508418,0.7551020408163265,0.7441077441077442,0.7777777777777778,0.6363636363636364,0.7
1,3,0.8566433566433567,0.75,0.7482517482517483,0.7272727272727273,0.7272727272727273,0.7272727272727273
1,4,0.8881118881118881,0.8333333333333334,0.8391608391608392,0.7692307692307693,0.9090909090909091,0.8333333333333334
1,5,0.8636363636363636,0.8125,0.8059440559440559,0.8421052631578947,0.7272727272727273,0.7804878048780488
2,1,0.8979933110367893,0.7959183673469388,0.7976588628762542,0.76,0.8260869565217391,0.7916666666666666
2,2,0.8417508417508418,0.7755102040816326,0.7668350168350169,0.7894736842105263,0.6818181818181818,0.7317073170731707
2,3,0.8566433566433567,0.8125,0.8129370629370629,0.782608695652174,0.8181818181818182,0.8
2,4,0.8951048951048951,0.8333333333333334,0.8391608391608392,0.7692307692307693,0.9090909090909091,0.8333333333333334
2,5,0.8653846153846154,0.7916666666666666,0.7867132867132867,0.8,0.7272727272727273,0.7619047619047619
3,1,0.882943143812709,0.7551020408163265,0.7591973244147157,0.7037037037037037,0.8260869565217391,0.76
3,2,0.8265993265993266,0.7755102040816326,0.771043771043771,0.7619047619047619,0.7272727272727273,0.7441860465116279
3,3,0.8653846153846154,0.7916666666666666,0.7937062937062938,0.75,0.8181818181818182,0.782608695652174
3,4,0.8968531468531468,0.8125,0.8164335664335665,0.76,0.8636363636363636,0.8085106382978723
3,5,0.8461538461538461,0.7916666666666666,0.7867132867132867,0.8,0.7272727272727273,0.7619047619047619
4,1,0.9163879598662208,0.7959183673469388,0.7951505016722409,0.782608695652174,0.782608695652174,0.782608695652174
4,2,0.8249158249158249,0.7551020408163265,0.7483164983164983,0.75,0.6818181818181818,0.7142857142857143
4,3,0.8601398601398601,0.7708333333333334,0.7674825174825175,0.7619047619047619,0.7272727272727273,0.7441860465116279
4,4,0.8828671328671329,0.8333333333333334,0.8391608391608392,0.7692307692307693,0.9090909090909091,0.8333333333333334
4,5,0.8653846153846153,0.8125,0.8059440559440559,0.8421052631578947,0.7272727272727273,0.7804878048780488
5,1,0.8979933110367893,0.7551020408163265,0.7566889632107023,0.72,0.782608695652174,0.75
5,2,0.8316498316498318,0.7551020408163265,0.7441077441077442,0.7777777777777778,0.6363636363636364,0.7
5,3,0.8321678321678322,0.7083333333333334,0.7062937062937062,0.6818181818181818,0.6818181818181818,0.6818181818181818
5,4,0.8863636363636362,0.8333333333333334,0.8391608391608392,0.7692307692307693,0.9090909090909091,0.8333333333333334
5,5,0.8286713286713286,0.7916666666666666,0.7867132867132867,0.8,0.7272727272727273,0.7619047619047619
6,1,0.8795986622073579,0.7551020408163265,0.7591973244147157,0.7037037037037037,0.8260869565217391,0.76
6,2,0.8316498316498318,0.7755102040816326,0.771043771043771,0.7619047619047619,0.7272727272727273,0.7441860465116279
6,3,0.8548951048951049,0.7916666666666666,0.7937062937062938,0.75,0.8181818181818182,0.782608695652174
6,4,0.9003496503496504,0.8125,0.8164335664335665,0.76,0.8636363636363636,0.8085106382978723
6,5,0.8444055944055944,0.7916666666666666,0.7867132867132867,0.8,0.7272727272727273,0.7619047619047619
7,1,0.8678929765886287,0.7959183673469388,0.7976588628762542,0.76,0.8260869565217391,0.7916666666666666
7,2,0.82996632996633,0.7755102040816326,0.771043771043771,0.7619047619047619,0.7272727272727273,0.7441860465116279
7,3,0.8496503496503496,0.7291666666666666,0.7325174825174825,0.68,0.7727272727272727,0.723404255319149
7,4,0.8951048951048951,0.8333333333333334,0.8356643356643356,0.7916666666666666,0.8636363636363636,0.8260869565217391
7,5,0.833916083916084,0.7708333333333334,0.763986013986014,0.7894736842105263,0.6818181818181818,0.7317073170731707
